"plot","sampleid","site","vegplot_area_cm2","species.x","LAI","chl","spal_live_stem_count","core_area_cm2","core_live_stem_count","plot_ag_1","plot_ag_2","stemsm2","species.y","live_stem_g","dead_stem_g","TotalBG_0_10_g","Rhizomes_0_10_g","TotalBG_10_30_g","Rhizomes_10_30_g","ag.total","survey","area","bg.total","rhiz.total","rhiz.shoot","rhiz.green.shoot","rhizm2.core","rootgreenshoot","rootshoot","bgm2.core","agm2.core","date","percent_n","percent_c","cn_ratio","percentC","percentN","elevation","lat","long","bgm2.areascaled","agm2.core.areascaled","rhizm2.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","zone","agm2.allom","agm2.allom.new","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.core.stemscaled","AGCg","wholeplantCg"
"dc6","125dc6","deans",625,"spal",1.69,1.2,23,45.6036731187748,2,19.2574091306989,24.8452976304615,368,"spal",1.47,0,0.69,0.47,1.59,0.84,1.47,125,45.6036731187748,2.28,1.31,0.891156462585034,0.891156462585034,287.257562913431,1.55102040816327,1.55102040816327,499.959727818796,322.342456093698,2023-02-16,1.9,44.3,23.32,44.3,1.9,0.683,31.38762695,-81.27441692,499.959727818796,322.342456093698,287.257562913431,419.52,270.48,NA,308.118546091182,397.524762087384,477.898153121017,477.898153121017,616.56901874778,616.56901874778,274.581833591462,274.581833591462,354.256760771751,354.256760771751,20.96,136.496515918394,364.279867473235
"dc6","109dc6","deans",625,"spal",1.18,1.1,14,45.6036731187748,1,23.4861052531898,23.6126314730487,224,"spal",3.79,0,2.12,1.63,2.43,1.86,3.79,109,45.6036731187748,4.55,3.49,0.920844327176781,0.920844327176781,765.289232494561,1.20052770448549,1.20052770448549,997.726649813826,831.07340720756,2021-11-15,1.6,41.3,25.81,41.3,1.6,0.683,31.38762695,-81.27441692,997.726649813826,831.07340720756,765.289232494561,1019.2,848.96,NA,375.777684051037,377.80210356878,451.131520430664,451.131520430664,453.561892147216,453.561892147216,346.032748638026,346.032748638026,347.896923866766,347.896923866766,55.84,155.196183513078,755.294423549832
"dc6","104dc6","deans",625,"spal",2.5,1.1,5,45.6036731187748,2,13.9826826796513,11.6776476128111,80,"spal",22.11,0,8.97,8.23,4.02,2.66,22.11,104,45.6036731187748,12.99,10.89,0.492537313432836,0.492537313432836,2387.96554208188,0.587516960651289,0.587516960651289,2848.45476507288,4848.29367634806,2021-06-17,1.3,40.6,31.23,40.65,1.3,0.683,31.38762695,-81.27441692,2848.45476507288,4848.29367634806,2387.96554208188,519.6,884.4,NA,223.722922874421,186.842361804978,131.441011675203,131.441011675203,109.773056528569,109.773056528569,110.191887385909,110.191887385909,92.0268349188698,92.0268349188698,174.24,90.9433681484522,3128.72824143761
"dc6","122dc6","deans",NA,NA,NA,NA,NA,45.6036731187748,3,23.8212511762852,23.4498383110514,NA,"spal",4.56,0.31,3.57,3.02,4.81,4.13,4.87,122,45.6036731187748,8.38,7.15,1.46817248459959,1.56798245614035,1567.85616399315,1.83771929824561,1.72073921971253,1837.57128031645,1067.89643617436,2022-11-03,2.4,43.1,17.96,43.1,2.4,0.683,31.38762695,-81.27441692,1837.57128031645,1067.89643617436,1567.85616399315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252.25658580754
"dc6","119dc6","deans",625,"spal",1.29,1.2,19,45.6036731187748,1,37.3705365065397,31.2142911229044,304,"spal",6.41,0.99,1.4,1.12,3.22,2.4,7.4,119,45.6036731187748,4.62,3.52,0.475675675675676,0.549141965678627,771.867649965861,0.720748829953198,0.624324324324324,1013.07629058019,1622.67630958732,2022-08-07,0.9,37.5,41.67,37.5,0.9,0.683,31.38762695,-81.27441692,1013.07629058019,1622.67630958732,771.867649965861,1404.48,2249.6,NA,597.928584104635,499.428657966471,373.301359265326,430.956327388988,311.805459433121,359.96262087443,284.420083249772,328.347678010658,237.566064329997,274.257234951946,56.32,224.223219039238,988.407225062817
"dc6","116dc6","deans",625,"spal",2.42,1.1,9,45.6036731187748,2,34.4189857339629,27.4598143587176,144,"spal",4.07,2.01,3.63,3.06,5.62,4.53,6.08,116,45.6036731187748,9.25,7.59,1.24835526315789,1.86486486486486,1664.33962023889,2.27272727272727,1.52138157894737,2028.34538698415,1333.22594085012,2022-05-07,1.4,36.3,25.93,36.3,1.4,0.683,31.38762695,-81.27441692,2028.34538698415,1333.22594085012,1664.33962023889,666,437.76,NA,550.703771743406,439.357029739481,837.830573787255,1251.59948123501,668.429691626678,998.538703953366,687.473951896785,1026.98811487284,548.473660480701,819.341487892546,121.44,199.905469142857,1220.25039200384
"dc6","113dc6","deans",625,"spal",1.92,1.2,10,45.6036731187748,3,14.0804276375521,15.3045732928123,160,"spal",9.17,0,3.45,2.32,4.71,3.73,9.17,113,45.6036731187748,8.16,6.05,0.659760087241003,0.659760087241003,1326.64752337882,0.889858233369684,0.889858233369684,1789.32955219359,2010.80294039402,2022-02-28,1.6,39.7,24.81,39.95,1.65,0.683,31.38762695,-81.27441692,1789.32955219359,2010.80294039402,1326.64752337882,435.2,489.066666666667,NA,225.286842200833,244.873172684997,200.473351402268,200.473351402268,217.902408845101,217.902408845101,148.635266664672,148.635266664672,161.557545773635,161.557545773635,96.8,90.0020934592328,1518.15293078875
"dc6","106dc6","deans",625,"spal",2.64,0.9,8,45.6036731187748,2,16.1510868041039,14.5955436682405,128,"spal",6.62,0.5,3.47,2.83,3.77,2.77,7.12,106,45.6036731187748,7.24,5.6,0.786516853932584,0.845921450151057,1227.97126130932,1.09365558912387,1.01685393258427,1587.59141640705,1561.27774652186,2021-08-12,1.5,42,28,42,1.5,0.683,31.38762695,-81.27441692,1587.59141640705,1561.27774652186,1227.97126130932,463.36,455.68,NA,258.417388865662,233.528698691848,262.772738116207,282.619621659727,237.464575636093,255.399966545163,203.249631692094,218.600812333491,183.674257398083,197.546935449298,89.6,108.535303323578,1322.52504843014
"dc7","116dc7","deans",625,"spal",1.03,0.7,11,45.6036731187748,2,35.1523398986355,29.2980187432835,176,"spal",2.5,0,1.31,1.05,1.79,0.91,2.5,116,45.6036731187748,3.1,1.96,0.784,0.784,429.789941458263,1.24,1.24,679.769805367662,548.201455941663,2022-05-07,1,36.9,36.9,36.9,1,0.916,31.38767404,-81.27433011,679.769805367662,548.201455941663,429.789941458263,272.8,220,NA,562.437438378168,468.768299892536,697.422423588928,697.422423588928,581.272691866744,581.272691866744,440.950951688484,440.950951688484,367.514347115748,367.514347115748,31.36,207.539414761544,453.121395423141
"dc7","122dc7","deans",NA,NA,NA,NA,NA,45.6036731187748,1,21.9762764761862,22.7537466634723,NA,"spal",4.44,0,1.14,0.93,3.36,2.24,4.44,122,45.6036731187748,4.5,3.17,0.713963963963964,0.713963963963964,695.119446134028,1.01351351351351,1.01351351351351,986.762620694993,973.605785752393,2022-11-03,1.3,42.6,32.77,42.6,1.3,0.916,31.38767404,-81.27433011,986.762620694993,973.605785752393,695.119446134028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.116941146586
"dc7","104dc7","deans",625,"spal",3.32,1,7,45.6036731187748,4,25.0686526586221,20.1949059219221,112,"spal",11.97,12.37,0.25,0.02,2.82,1.74,24.34,104,45.6036731187748,3.07,1.76,0.0723089564502876,0.14703425229741,385.93382498293,0.256474519632414,0.126129827444536,673.191387896362,5337.28937504803,2021-06-17,1,38.8,38.8,38.8,1,0.916,31.38767404,-81.27433011,673.191387896362,5337.28937504803,385.93382498293,85.96,681.52,NA,401.098442537953,323.118494750754,50.5904773455841,102.871530375231,40.7548799870508,82.8716607255485,29.0030098137551,58.9752095962237,23.3643611652148,47.5094862791418,28.16,155.626195704726,2332.06653602242
"dc7","125dc7","deans",625,"spal",1.07,1.1,15,45.6036731187748,2,9.14789480897229,12.5052322646327,240,"spal",1.43,4.42,3.14,1.92,3.1,2.35,5.85,125,45.6036731187748,6.24,4.27,0.72991452991453,2.98601398601399,936.32808674836,4.36363636363636,1.06666666666667,1368.31083403039,1282.79140690349,2023-02-16,1.7,45,26.47,45,1.7,0.916,31.38767404,-81.27433011,1368.31083403039,1282.79140690349,936.32808674836,748.8,702,NA,146.366316943557,200.083716234123,156.12407140646,638.689383026429,213.422630649731,873.092579930719,106.834901427177,437.051869474816,146.044011678582,597.452775048745,68.32,65.8648426246005,1192.99600842025
"dc7","106dc7","deans",625,"spal",2.66,1.1,11,45.6036731187748,1,32.7405501327081,28.6874972248487,176,"spal",2.52,0,1.86,1.11,0.98,0.71,2.52,106,45.6036731187748,2.84,1.82,0.722222222222222,0.722222222222222,399.09065992553,1.12698412698413,1.12698412698413,622.756853949729,552.587067589196,2021-08-12,0.5,42,84,42,0.5,0.916,31.38767404,-81.27433011,622.756853949729,552.587067589196,399.09065992553,499.84,443.52,NA,523.84880212333,458.999955597579,590.369284932642,590.369284932642,517.285664244891,517.285664244891,378.33524597796,378.33524597796,331.499967931585,331.499967931585,29.12,220.016496891799,493.644447046348
"dc7","113dc7","deans",625,"spal",1.23,1,19,45.6036731187748,3,26.7631073341666,29.4166740620835,304,"spal",5.67,8.16,5.9,5.16,4.45,3.64,13.83,113,45.6036731187748,10.35,8.8,0.636297903109183,1.55202821869489,1929.66912491465,1.82539682539683,0.748373101952278,2269.55402759848,3032.65045426928,2022-02-28,1.7,42.3,24.88,42.3,1.7,0.916,31.38767404,-81.27433011,2269.55402759848,3032.65045426928,1929.66912491465,1048.8,1401.44,NA,428.209717346666,470.666784993336,320.460634456833,781.652658648676,352.234361871369,859.153655146566,272.46894523866,664.593564841387,299.484288354401,730.488131912056,140.8,181.13271043764,2242.83249583006
"dc7","119dc7","deans",625,"spal",0.71,1,11,45.6036731187748,1,23.2358223648077,21.8070563022934,176,"spal",6.83,0,2.09,1.95,6.08,5.16,6.83,119,45.6036731187748,8.17,7.11,1.04099560761347,1.04099560761347,1559.08494069809,1.19619326500732,1.19619326500732,1791.52235801735,1497.68637763262,2022-08-07,1.3,37.9,29.15,37.9,1.3,0.916,31.38767404,-81.27433011,1791.52235801735,1497.68637763262,1559.08494069809,1437.92,1202.08,NA,371.773157836923,348.912900836694,444.71254751503,444.71254751503,417.36726205502,417.36726205502,387.014224336826,387.014224336826,363.216797210672,363.216797210672,113.76,140.902026820194,1246.61011081134
"dc7","109dc7","deans",625,"spal",1.26,1.1,10,45.6036731187748,3,19.029896301799,19.1092275826605,160,"spal",4.95,0,3.43,3.05,6.53,4.81,4.95,109,45.6036731187748,9.96,7.86,1.58787878787879,1.58787878787879,1723.54537748059,2.01212121212121,2.01212121212121,2184.03460047158,1085.43888276449,2021-11-15,1.3,43.4,33.38,43.4,1.3,0.916,31.38767404,-81.27433011,2184.03460047158,1085.43888276449,1723.54537748059,531.2,264,NA,304.478340828783,305.747641322569,612.647328213067,612.647328213067,615.201314661169,615.201314661169,483.474698770553,483.474698770553,485.490194100079,485.490194100079,125.76,132.143599919692,1418.95149172446
"dc8","116dc8","deans",625,"spal",1.24,0.8,13,45.6036731187748,5,48.6082406215259,38.0299313702002,208,"spal",7.25,0,4.35,3.61,1.76,0.95,7.25,116,45.6036731187748,6.11,4.56,0.628965517241379,0.628965517241379,999.919455637592,0.842758620689655,0.842758620689655,1339.80435832142,1589.78422223082,2022-05-07,0.8,36.8,46,36.5,0.85,0.887,31.38772735,-81.27427494,1339.80435832142,1589.78422223082,999.919455637592,254.176,301.6,NA,777.731849944414,608.478901923203,655.440221125568,655.440221125568,512.800840103555,512.800840103555,489.166515275383,489.166515275383,382.712247278594,382.712247278594,72.96,283.872125229711,1069.29983190157
"dc8","106dc8","deans",625,"spal",2.99,0.9,8,45.6036731187748,1,22.3328796361548,18.9851800499476,128,"spal",7.51,0,2.16,2.04,4.4,3.48,7.51,106,45.6036731187748,6.56,5.52,0.735019973368842,0.735019973368842,1210.42881471919,0.873501997336884,0.873501997336884,1438.48062039092,1646.79717364875,2021-08-12,1.3,40.2,30.92,40.2,1.3,0.887,31.38772735,-81.27427494,1438.48062039092,1646.79717364875,1210.42881471919,839.68,961.28,NA,357.326074178478,303.762880799162,312.125039495448,312.125039495448,265.337483094874,265.337483094874,262.641801526657,262.641801526657,223.271784555443,223.271784555443,88.32,143.645081819748,1240.28167320395
"dc8","113dc8","deans",625,"spal",1.83,0.9,19,45.6036731187748,2,33.9703392689495,34.7094389897758,304,"spal",2.72,0,0.59,0.42,0.88,0.42,2.72,113,45.6036731187748,1.47,0.84,0.308823529411765,0.308823529411765,184.195689196399,0.540441176470588,0.540441176470588,322.342456093698,596.443184064529,2022-02-28,1.6,40.8,25.5,40.8,1.6,0.887,31.38772735,-81.27427494,322.342456093698,596.443184064529,184.195689196399,223.44,413.44,NA,543.525428303192,555.351023836413,293.743521913857,293.743521913857,300.134560676297,300.134560676297,167.853441093633,167.853441093633,171.505463243598,171.505463243598,13.44,221.758374747702,374.864541184556
"dc8","119dc8","deans",625,"spal",0.94,0.9,10,45.6036731187748,3,23.8031565208902,21.6150123872438,160,"spal",8.92,0,3.75,3.34,4,3.37,8.92,119,45.6036731187748,7.75,6.71,0.752242152466368,0.752242152466368,1471.37270774742,0.868834080717489,0.868834080717489,1699.42451341915,1955.98279479985,2022-08-07,1.3,43.5,33.46,43.5,1.3,0.887,31.38772735,-81.27427494,1699.42451341915,1955.98279479985,1471.37270774742,413.333333333333,475.733333333333,NA,380.850504334244,345.840198195901,330.895897824035,330.895897824035,300.47775067469,300.47775067469,286.491803148293,286.491803148293,260.15557510028,260.15557510028,107.36,165.669969385396,1590.10217907527
"dc8","125dc8","deans",625,"spal",1.01,1.3,17,45.6036731187748,1,11.4523412570005,15.6709445425369,272,"spal",2.72,0,1.83,1.35,1.37,0.81,2.72,125,45.6036731187748,3.2,2.16,0.794117647058823,0.794117647058823,473.646057933596,1.17647058823529,1.17647058823529,701.697863605328,596.443184064529,2023-02-16,1.7,41.3,24.29,41.3,1.7,0.887,31.38772735,-81.27427494,701.697863605328,596.443184064529,473.646057933596,870.4,739.84,NA,183.237460112008,250.73511268059,215.573482484715,215.573482484715,294.982485506576,294.982485506576,145.512100677183,145.512100677183,199.113177716939,199.113177716939,34.56,75.6770710262593,536.132252687651
"dc8","122dc8","deans",NA,NA,NA,NA,NA,45.6036731187748,3,34.0597338460268,31.6607201471864,NA,"spal",4.25,0,5.58,4.85,5.66,4.54,4.25,122,45.6036731187748,11.24,9.39,2.20941176470588,2.20941176470588,2059.04466851688,2.64470588235294,2.64470588235294,2464.71374591371,931.942475100826,2022-11-03,1.5,45.1,30.07,45.1,1.5,0.887,31.38772735,-81.27427494,2464.71374591371,931.942475100826,2059.04466851688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531.89195567756
"dc8","109dc8","deans",625,"spal",1.29,1.2,12,45.6036731187748,3,22.816894614924,21.7378333867852,192,"spal",12.71,3.2,3.58,3.37,5.57,4.24,15.91,109,45.6036731187748,9.15,7.61,0.478315524827153,0.59874114870181,1668.72523188642,0.719905586152636,0.575109993714645,2006.41732874649,3488.75406561274,2021-11-15,1.4,42.6,30.43,42.6,1.4,0.887,31.38772735,-81.27427494,2006.41732874649,3488.75406561274,1668.72523188642,585.6,1018.24,NA,365.070313838784,347.805334188564,209.955585897226,262.816158271036,200.026323559105,250.387002976031,174.618798762611,218.582619064763,166.360690960086,208.245365316677,121.76,155.519953695322,2340.94301399703
"dc8","104dc8","deans",625,"spal",2.99,1,5,45.6036731187748,3,19.0863579822194,15.1420733629545,80,"spal",16.68,14.33,7.38,7.09,12.26,9.42,31.01,104,45.6036731187748,19.64,16.51,0.532408900354724,0.989808153477218,3620.32241503874,1.17745803357314,0.633344082554015,4306.6706378777,6799.89085950038,2021-06-17,0.9,38.3,42.56,38.3,0.9,0.887,31.38772735,-81.27427494,4306.6706378777,6799.89085950038,3620.32241503874,523.733333333333,826.933333333333,NA,305.38172771551,242.273173807271,193.411710168739,359.574168605073,153.442280992416,285.266494818634,162.58794984144,302.269324015771,128.988394052178,239.80396280324,264.16,116.96120171504,4253.81305349581
"dc9","122dc9","deans",NA,NA,NA,NA,NA,45.6036731187748,1,20.0349465213909,18.9087478303816,NA,"spal",2.1,0,1.94,1.46,1.75,1.31,2.1,122,45.6036731187748,3.69,2.77,1.31904761904762,1.31904761904762,607.407213183362,1.75714285714286,1.75714285714286,809.145348969894,460.489222990997,2022-11-03,1.4,42.3,30.21,42.3,1.4,0.798,31.38776062,-81.27426199,809.145348969894,460.489222990997,607.407213183362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.055423939457
"dc9","104dc9","deans",625,"spal",3.42,1,5,45.6036731187748,1,26.0797243047031,18.5736567713557,80,"spal",13.33,0,3.98,3.74,6.03,5.4,13.33,104,45.6036731187748,10.01,9.14,0.685671417854464,0.685671417854464,2004.22452292272,0.750937734433608,0.750937734433608,2194.99862959042,2923.01016308094,2021-06-17,1.1,41.9,38.09,41.9,1.1,0.798,31.38776062,-81.27426199,2194.99862959042,2923.01016308094,2004.22452292272,800.8,1066.4,NA,417.275588875249,297.178508341691,313.34798534443,313.34798534443,223.162555776469,223.162555776469,286.113944660148,286.113944660148,203.766809170522,203.766809170522,146.24,174.838471738729,2144.4456841293
"dc9","119dc9","deans",625,"spal",0.91,0.8,9,45.6036731187748,3,24.0233047925271,20.8079342691427,144,"spal",5.98,0,2.39,2.16,3.24,2.1,5.98,119,45.6036731187748,5.63,4.26,0.712374581939799,0.712374581939799,934.135280924593,0.941471571906355,0.941471571906355,1234.54967878062,1311.29788261246,2022-08-07,1.4,43.6,31.14,43.6,1.4,0.798,31.38776062,-81.27426199,1234.54967878062,1311.29788261246,934.135280924593,270.24,287.04,NA,384.372876680434,332.926948306283,361.876136406496,361.876136406496,313.441257351902,313.441257351902,273.817467334222,273.817467334222,237.168695616181,237.168695616181,68.16,167.586574232669,1109.98953676738
"dc9","125dc9","deans",625,"spal",1.19,1.4,17,45.6036731187748,4,15.1475350795505,18.9018761708541,272,"spal",3.38,2.58,3.57,2.85,2.79,1.84,5.96,125,45.6036731187748,6.36,4.69,0.786912751677852,1.38757396449704,1028.42593134656,1.88165680473373,1.06711409395973,1394.62450391559,1306.91227096492,2023-02-16,1.5,41.2,27.47,41.2,1.5,0.798,31.38776062,-81.27426199,1394.62450391559,1306.91227096492,1028.42593134656,432.48,405.28,NA,242.360561272807,302.430018733665,258.626370754204,456.039399318063,322.7273354272,569.06950270595,190.716616169374,336.293204843037,237.986038231693,419.644020077186,75.04,99.8525512443966,1113.03315125077
"dc9","109dc9","deans",625,"spal",1.16,1.1,8,45.6036731187748,2,14.9985412777154,14.4604933857276,128,"spal",5.36,0,3.63,3.18,3.37,2.29,5.36,109,45.6036731187748,7,5.47,1.0205223880597,1.0205223880597,1199.46478560036,1.30597014925373,1.30597014925373,1534.96407663666,1175.34392153892,2021-11-15,1.5,41.8,27.87,41.8,1.5,0.798,31.38776062,-81.27426199,1534.96407663666,1175.34392153892,1199.46478560036,448,343.04,NA,239.976660443446,231.367894171641,313.402355056739,313.402355056739,302.15956328386,302.15956328386,244.901554594337,244.901554594337,236.116115880388,236.116115880388,87.52,100.31024406536,1132.90874323739
"dc9","106dc9","deans",625,"spal",1.51,0.9,13,45.6036731187748,1,33.3993682883265,29.6259543192247,208,"spal",4.49,0.55,2.14,1.61,3.02,1.82,5.04,106,45.6036731187748,5.16,3.43,0.680555555555556,0.763919821826281,752.132397551961,1.14922048997773,1.02380952380952,1131.48780506359,1105.17413517839,2021-08-12,1.4,41.6,29.71,41.6,1.4,0.798,31.38776062,-81.27426199,1131.48780506359,1105.17413517839,752.132397551961,1073.28,1048.32,NA,534.389892613224,474.015269107596,547.113461484967,614.131814228115,485.301346943491,544.748059820756,363.682010250666,408.231031550859,322.593724809336,362.109659919611,54.88,222.306195327101,930.451367140665
"dc9","113dc9","deans",625,"spal",1.93,0.9,14,45.6036731187748,1,16.5932498777243,19.2582281359309,224,"spal",2.9,0,1.81,1.36,3,2.38,2.9,113,45.6036731187748,4.81,3.74,1.28965517241379,1.28965517241379,820.109378088727,1.65862068965517,1.65862068965517,1054.73960123176,635.913688892329,2022-02-28,1.1,50.6,46,50.35,1.1,0.798,31.38776062,-81.27426199,1054.73960123176,635.913688892329,820.109378088727,1077.44,649.6,NA,265.491998043589,308.131650174894,440.350520892988,440.350520892988,511.07353011767,511.07353011767,342.393128511388,342.393128511388,397.38357643245,397.38357643245,59.84,133.675221014947,851.243931577478
"dc9","116dc9","deans",625,"spal",2.5,0.7,14,45.6036731187748,1,47.9119345957473,39.6063348025888,224,"spal",3.15,6.66,2.99,2.41,1.25,0.69,9.81,116,45.6036731187748,4.24,3.1,0.316004077471967,0.984126984126984,679.769805367662,1.34603174603175,0.432212028542304,929.74966927706,2151.14251311508,2022-05-07,1.1,37.2,33.82,37.2,1.1,0.798,31.38776062,-81.27426199,929.74966927706,2151.14251311508,679.769805367662,949.76,2197.44,NA,766.590953531957,633.70135684142,331.329831088226,1031.85575967476,273.893348930441,852.982143811944,242.245867069222,754.422843158434,200.252212661407,623.642605145525,49.6,285.171834713888,1146.09189184988
